LAMMPS Data File. atom_stye full by Mingda
2334 1 1 0.0000 20.8764 60.2650 0.0000
2335 1 1 0.0000 20.8764 61.6830 0.0000
2336 1 1 0.0000 22.1044 62.3920 0.0000
2337 1 1 0.0000 24.5605 59.5560 0.0000
2338 1 1 0.0000 23.3325 60.2650 0.0000
2339 1 1 0.0000 23.3325 61.6830 0.0000
2340 1 1 0.0000 24.5605 62.3920 0.0000
2341 1 1 0.0000 27.0165 59.5560 0.0000
2342 1 1 0.0000 25.7885 60.2650 0.0000
2343 1 1 0.0000 25.7885 61.6830 0.0000
2344 1 1 0.0000 27.0165 62.3920 0.0000
2345 1 1 0.0000 29.4726 59.5560 0.0000
2346 1 1 0.0000 28.2446 60.2650 0.0000
2347 1 1 0.0000 28.2446 61.6830 0.0000
2348 1 1 0.0000 29.4726 62.3920 0.0000
2349 1 1 0.0000 31.9286 59.5560 0.0000
2350 1 1 0.0000 30.7006 60.2650 0.0000
2351 1 1 0.0000 30.7006 61.6830 0.0000
2352 1 1 0.0000 31.9286 62.3920 0.0000
2353 1 1 0.0000 34.3847 59.5560 0.0000
2354 1 1 0.0000 33.1566 60.2650 0.0000
2355 1 1 0.0000 33.1566 61.6830 0.0000
2356 1 1 0.0000 34.3847 62.3920 0.0000
2357 1 1 0.0000 36.8407 59.5560 0.0000
2358 1 1 0.0000 35.6127 60.2650 0.0000
2359 1 1 0.0000 35.6127 61.6830 0.0000
2360 1 1 0.0000 36.8407 62.3920 0.0000
2361 1 1 0.0000 39.2968 59.5560 0.0000
2362 1 1 0.0000 38.0687 60.2650 0.0000
2363 1 1 0.0000 38.0687 61.6830 0.0000
2364 1 1 0.0000 39.2968 62.3920 0.0000
2365 1 1 0.0000 41.7528 59.5560 0.0000
2366 1 1 0.0000 40.5248 60.2650 0.0000
2367 1 1 0.0000 40.5248 61.6830 0.0000
2368 1 1 0.0000 41.7528 62.3920 0.0000
2369 1 1 0.0000 44.2089 59.5560 0.0000
2370 1 1 0.0000 42.9808 60.2650 0.0000
2371 1 1 0.0000 42.9808 61.6830 0.0000
2372 1 1 0.0000 44.2089 62.3920 0.0000
2373 1 1 0.0000 46.6649 59.5560 0.0000
2374 1 1 0.0000 45.4369 60.2650 0.0000
2375 1 1 0.0000 45.4369 61.6830 0.0000
2376 1 1 0.0000 46.6649 62.3920 0.0000
2377 1 1 0.0000 49.1210 59.5560 0.0000
2378 1 1 0.0000 47.8929 60.2650 0.0000
2379 1 1 0.0000 47.8929 61.6830 0.0000
2380 1 1 0.0000 49.1210 62.3920 0.0000
2381 1 1 0.0000 51.5770 59.5560 0.0000
2382 1 1 0.0000 50.3490 60.2650 0.0000
2383 1 1 0.0000 50.3490 61.6830 0.0000
2384 1 1 0.0000 51.5770 62.3920 0.0000
2385 1 1 0.0000 54.0331 59.5560 0.0000
2386 1 1 0.0000 52.8050 60.2650 0.0000
2387 1 1 0.0000 52.8050 61.6830 0.0000
2388 1 1 0.0000 54.0331 62.3920 0.0000
2389 1 1 0.0000 56.4891 59.5560 0.0000
2390 1 1 0.0000 55.2611 60.2650 0.0000
2391 1 1 0.0000 55.2611 61.6830 0.0000
2392 1 1 0.0000 56.4891 62.3920 0.0000
2393 1 1 0.0000 58.9452 59.5560 0.0000
2394 1 1 0.0000 57.7171 60.2650 0.0000
2395 1 1 0.0000 57.7171 61.6830 0.0000
2396 1 1 0.0000 58.9452 62.3920 0.0000
2397 1 1 0.0000 61.4012 59.5560 0.0000
2398 1 1 0.0000 60.1732 60.2650 0.0000
2399 1 1 0.0000 60.1732 61.6830 0.0000
2400 1 1 0.0000 61.4012 62.3920 0.0000
2401 1 1 0.0000 63.8573 59.5560 0.0000
2402 1 1 0.0000 62.6292 60.2650 0.0000
2403 1 1 0.0000 62.6292 61.6830 0.0000
2404 1 1 0.0000 63.8573 62.3920 0.0000
2405 1 1 0.0000 66.3133 59.5560 0.0000
2406 1 1 0.0000 65.0853 60.2650 0.0000
2407 1 1 0.0000 65.0853 61.6830 0.0000
2408 1 1 0.0000 66.3133 62.3920 0.0000
2409 1 1 0.0000 68.7693 59.5560 0.0000
2410 1 1 0.0000 67.5413 60.2650 0.0000
2411 1 1 0.0000 67.5413 61.6830 0.0000
2412 1 1 0.0000 68.7693 62.3920 0.0000
2413 1 1 0.0000 71.2254 59.5560 0.0000
2414 1 1 0.0000 69.9974 60.2650 0.0000
2415 1 1 0.0000 69.9974 61.6830 0.0000
2416 1 1 0.0000 71.2254 62.3920 0.0000
2417 1 1 0.0000 73.6814 59.5560 0.0000
2418 1 1 0.0000 72.4534 60.2650 0.0000
2419 1 1 0.0000 72.4534 61.6830 0.0000
2420 1 1 0.0000 73.6814 62.3920 0.0000
2421 1 1 0.0000 76.1375 59.5560 0.0000
2422 1 1 0.0000 74.9095 60.2650 0.0000
2423 1 1 0.0000 74.9095 61.6830 0.0000
2424 1 1 0.0000 76.1375 62.3920 0.0000
2425 1 1 0.0000 78.5935 59.5560 0.0000
2426 1 1 0.0000 77.3655 60.2650 0.0000
2427 1 1 0.0000 77.3655 61.6830 0.0000
2428 1 1 0.0000 78.5935 62.3920 0.0000
2429 1 1 0.0000 81.0496 59.5560 0.0000
2430 1 1 0.0000 79.8216 60.2650 0.0000
2431 1 1 0.0000 79.8216 61.6830 0.0000
2432 1 1 0.0000 81.0496 62.3920 0.0000
2433 1 1 0.0000 83.5056 59.5560 0.0000
2434 1 1 0.0000 82.2776 60.2650 0.0000
2435 1 1 0.0000 82.2776 61.6830 0.0000
2436 1 1 0.0000 83.5056 62.3920 0.0000
2437 1 1 0.0000 85.9617 59.5560 0.0000
2438 1 1 0.0000 84.7337 60.2650 0.0000
2439 1 1 0.0000 84.7337 61.6830 0.0000
2440 1 1 0.0000 85.9617 62.3920 0.0000
2441 1 1 0.0000 88.4177 59.5560 0.0000
2442 1 1 0.0000 87.1897 60.2650 0.0000
2443 1 1 0.0000 87.1897 61.6830 0.0000
2444 1 1 0.0000 88.4177 62.3920 0.0000
2445 1 1 0.0000 90.8738 59.5560 0.0000
2446 1 1 0.0000 89.6458 60.2650 0.0000
2447 1 1 0.0000 89.6458 61.6830 0.0000
2448 1 1 0.0000 90.8738 62.3920 0.0000
2449 1 1 0.0000 93.3298 59.5560 0.0000
2450 1 1 0.0000 92.1018 60.2650 0.0000
2451 1 1 0.0000 92.1018 61.6830 0.0000
2452 1 1 0.0000 93.3298 62.3920 0.0000
2453 1 1 0.0000 95.7859 59.5560 0.0000
2454 1 1 0.0000 94.5578 60.2650 0.0000
2455 1 1 0.0000 94.5578 61.6830 0.0000
2456 1 1 0.0000 95.7859 62.3920 0.0000
2457 1 1 0.0000 98.2419 59.5560 0.0000
2458 1 1 0.0000 97.0139 60.2650 0.0000
2459 1 1 0.0000 97.0139 61.6830 0.0000
2460 1 1 0.0000 98.2419 62.3920 0.0000
2461 1 1 0.0000 0.0000 63.8100 0.0000
2462 1 1 0.0000 -1.2280 64.5190 0.0000
2463 1 1 0.0000 -1.2280 65.9370 0.0000
2464 1 1 0.0000 0.0000 66.6460 0.0000
2465 1 1 0.0000 2.4560 63.8100 0.0000
2466 1 1 0.0000 1.2280 64.5190 0.0000
2467 1 1 0.0000 1.2280 65.9370 0.0000
2468 1 1 0.0000 2.4560 66.6460 0.0000
2469 1 1 0.0000 4.9121 63.8100 0.0000
2470 1 1 0.0000 3.6841 64.5190 0.0000
2471 1 1 0.0000 3.6841 65.9370 0.0000
2472 1 1 0.0000 4.9121 66.6460 0.0000
2473 1 1 0.0000 7.3681 63.8100 0.0000
2474 1 1 0.0000 6.1401 64.5190 0.0000
2475 1 1 0.0000 6.1401 65.9370 0.0000
2476 1 1 0.0000 7.3681 66.6460 0.0000
2477 1 1 0.0000 9.8242 63.8100 0.0000
2478 1 1 0.0000 8.5962 64.5190 0.0000
2479 1 1 0.0000 8.5962 65.9370 0.0000
2480 1 1 0.0000 9.8242 66.6460 0.0000
2481 1 1 0.0000 12.2802 63.8100 0.0000
2482 1 1 0.0000 11.0522 64.5190 0.0000
2483 1 1 0.0000 11.0522 65.9370 0.0000
2484 1 1 0.0000 12.2802 66.6460 0.0000
2485 1 1 0.0000 14.7363 63.8100 0.0000
2486 1 1 0.0000 13.5083 64.5190 0.0000
2487 1 1 0.0000 13.5083 65.9370 0.0000
2488 1 1 0.0000 14.7363 66.6460 0.0000
2489 1 1 0.0000 17.1923 63.8100 0.0000
2490 1 1 0.0000 15.9643 64.5190 0.0000
2491 1 1 0.0000 15.9643 65.9370 0.0000
2492 1 1 0.0000 17.1923 66.6460 0.0000
2493 1 1 0.0000 19.6484 63.8100 0.0000
2494 1 1 0.0000 18.4204 64.5190 0.0000
2495 1 1 0.0000 18.4204 65.9370 0.0000
2496 1 1 0.0000 19.6484 66.6460 0.0000
2497 1 1 0.0000 22.1044 63.8100 0.0000
2498 1 1 0.0000 20.8764 64.5190 0.0000
2499 1 1 0.0000 20.8764 65.9370 0.0000
2500 1 1 0.0000 22.1044 66.6460 0.0000
2501 1 1 0.0000 24.5605 63.8100 0.0000
2502 1 1 0.0000 23.3325 64.5190 0.0000
2503 1 1 0.0000 23.3325 65.9370 0.0000
2504 1 1 0.0000 24.5605 66.6460 0.0000
2505 1 1 0.0000 27.0165 63.8100 0.0000
2506 1 1 0.0000 25.7885 64.5190 0.0000
2507 1 1 0.0000 25.7885 65.9370 0.0000
2508 1 1 0.0000 27.0165 66.6460 0.0000
2509 1 1 0.0000 29.4726 63.8100 0.0000
2510 1 1 0.0000 28.2446 64.5190 0.0000
2511 1 1 0.0000 28.2446 65.9370 0.0000
2512 1 1 0.0000 29.4726 66.6460 0.0000
2513 1 1 0.0000 31.9286 63.8100 0.0000
2514 1 1 0.0000 30.7006 64.5190 0.0000
2515 1 1 0.0000 30.7006 65.9370 0.0000
2516 1 1 0.0000 31.9286 66.6460 0.0000
2517 1 1 0.0000 34.3847 63.8100 0.0000
2518 1 1 0.0000 33.1566 64.5190 0.0000
2519 1 1 0.0000 33.1566 65.9370 0.0000
2520 1 1 0.0000 34.3847 66.6460 0.0000
2521 1 1 0.0000 36.8407 63.8100 0.0000
2522 1 1 0.0000 35.6127 64.5190 0.0000
2523 1 1 0.0000 35.6127 65.9370 0.0000
2524 1 1 0.0000 36.8407 66.6460 0.0000
2525 1 1 0.0000 39.2968 63.8100 0.0000
2526 1 1 0.0000 38.0687 64.5190 0.0000
2527 1 1 0.0000 38.0687 65.9370 0.0000
2528 1 1 0.0000 39.2968 66.6460 0.0000
2529 1 1 0.0000 41.7528 63.8100 0.0000
2530 1 1 0.0000 40.5248 64.5190 0.0000
2531 1 1 0.0000 40.5248 65.9370 0.0000
2532 1 1 0.0000 41.7528 66.6460 0.0000
2533 1 1 0.0000 44.2089 63.8100 0.0000
2534 1 1 0.0000 42.9808 64.5190 0.0000
2535 1 1 0.0000 42.9808 65.9370 0.0000
2536 1 1 0.0000 44.2089 66.6460 0.0000
2537 1 1 0.0000 46.6649 63.8100 0.0000
2538 1 1 0.0000 45.4369 64.5190 0.0000
2539 1 1 0.0000 45.4369 65.9370 0.0000
2540 1 1 0.0000 46.6649 66.6460 0.0000
2541 1 1 0.0000 49.1210 63.8100 0.0000
2542 1 1 0.0000 47.8929 64.5190 0.0000
2543 1 1 0.0000 47.8929 65.9370 0.0000
2544 1 1 0.0000 49.1210 66.6460 0.0000
2545 1 1 0.0000 51.5770 63.8100 0.0000
2546 1 1 0.0000 50.3490 64.5190 0.0000
2547 1 1 0.0000 50.3490 65.9370 0.0000
2548 1 1 0.0000 51.5770 66.6460 0.0000
2549 1 1 0.0000 54.0331 63.8100 0.0000
2550 1 1 0.0000 52.8050 64.5190 0.0000
2551 1 1 0.0000 52.8050 65.9370 0.0000
2552 1 1 0.0000 54.0331 66.6460 0.0000
2553 1 1 0.0000 56.4891 63.8100 0.0000
2554 1 1 0.0000 55.2611 64.5190 0.0000
2555 1 1 0.0000 55.2611 65.9370 0.0000
2556 1 1 0.0000 56.4891 66.6460 0.0000
2557 1 1 0.0000 58.9452 63.8100 0.0000
2558 1 1 0.0000 57.7171 64.5190 0.0000
2559 1 1 0.0000 57.7171 65.9370 0.0000
2560 1 1 0.0000 58.9452 66.6460 0.0000
2561 1 1 0.0000 61.4012 63.8100 0.0000
2562 1 1 0.0000 60.1732 64.5190 0.0000
2563 1 1 0.0000 60.1732 65.9370 0.0000
2564 1 1 0.0000 61.4012 66.6460 0.0000
2565 1 1 0.0000 63.8573 63.8100 0.0000
2566 1 1 0.0000 62.6292 64.5190 0.0000
2567 1 1 0.0000 62.6292 65.9370 0.0000
2568 1 1 0.0000 63.8573 66.6460 0.0000
2569 1 1 0.0000 66.3133 63.8100 0.0000
2570 1 1 0.0000 65.0853 64.5190 0.0000
2571 1 1 0.0000 65.0853 65.9370 0.0000
2572 1 1 0.0000 66.3133 66.6460 0.0000
2573 1 1 0.0000 68.7693 63.8100 0.0000
2574 1 1 0.0000 67.5413 64.5190 0.0000
2575 1 1 0.0000 67.5413 65.9370 0.0000
2576 1 1 0.0000 68.7693 66.6460 0.0000
2577 1 1 0.0000 71.2254 63.8100 0.0000
2578 1 1 0.0000 69.9974 64.5190 0.0000
2579 1 1 0.0000 69.9974 65.9370 0.0000
2580 1 1 0.0000 71.2254 66.6460 0.0000
2581 1 1 0.0000 73.6814 63.8100 0.0000
2582 1 1 0.0000 72.4534 64.5190 0.0000
2583 1 1 0.0000 72.4534 65.9370 0.0000
2584 1 1 0.0000 73.6814 66.6460 0.0000
2585 1 1 0.0000 76.1375 63.8100 0.0000
2586 1 1 0.0000 74.9095 64.5190 0.0000
2587 1 1 0.0000 74.9095 65.9370 0.0000
2588 1 1 0.0000 76.1375 66.6460 0.0000
2589 1 1 0.0000 78.5935 63.8100 0.0000
2590 1 1 0.0000 77.3655 64.5190 0.0000
2591 1 1 0.0000 77.3655 65.9370 0.0000
2592 1 1 0.0000 78.5935 66.6460 0.0000
2593 1 1 0.0000 81.0496 63.8100 0.0000
2594 1 1 0.0000 79.8216 64.5190 0.0000
2595 1 1 0.0000 79.8216 65.9370 0.0000
2596 1 1 0.0000 81.0496 66.6460 0.0000
2597 1 1 0.0000 83.5056 63.8100 0.0000
2598 1 1 0.0000 82.2776 64.5190 0.0000
2599 1 1 0.0000 82.2776 65.9370 0.0000
2600 1 1 0.0000 83.5056 66.6460 0.0000
2601 1 1 0.0000 85.9617 63.8100 0.0000
2602 1 1 0.0000 84.7337 64.5190 0.0000
2603 1 1 0.0000 84.7337 65.9370 0.0000
2604 1 1 0.0000 85.9617 66.6460 0.0000
2605 1 1 0.0000 88.4177 63.8100 0.0000
2606 1 1 0.0000 87.1897 64.5190 0.0000
2607 1 1 0.0000 87.1897 65.9370 0.0000
2608 1 1 0.0000 88.4177 66.6460 0.0000
2609 1 1 0.0000 90.8738 63.8100 0.0000
2610 1 1 0.0000 89.6458 64.5190 0.0000
2611 1 1 0.0000 89.6458 65.9370 0.0000
2612 1 1 0.0000 90.8738 66.6460 0.0000
2613 1 1 0.0000 93.3298 63.8100 0.0000
2614 1 1 0.0000 92.1018 64.5190 0.0000
2615 1 1 0.0000 92.1018 65.9370 0.0000
2616 1 1 0.0000 93.3298 66.6460 0.0000
2617 1 1 0.0000 95.7859 63.8100 0.0000
2618 1 1 0.0000 94.5578 64.5190 0.0000
2619 1 1 0.0000 94.5578 65.9370 0.0000
2620 1 1 0.0000 95.7859 66.6460 0.0000
2621 1 1 0.0000 98.2419 63.8100 0.0000
2622 1 1 0.0000 97.0139 64.5190 0.0000
2623 1 1 0.0000 97.0139 65.9370 0.0000
2624 1 1 0.0000 98.2419 66.6460 0.0000
2625 1 1 0.0000 0.0000 68.0640 0.0000
2626 1 1 0.0000 -1.2280 68.7730 0.0000
2627 1 1 0.0000 -1.2280 70.1910 0.0000
2628 1 1 0.0000 0.0000 70.9000 0.0000
2629 1 1 0.0000 2.4560 68.0640 0.0000
2630 1 1 0.0000 1.2280 68.7730 0.0000
2631 1 1 0.0000 1.2280 70.1910 0.0000
2632 1 1 0.0000 2.4560 70.9000 0.0000
2633 1 1 0.0000 4.9121 68.0640 0.0000
2634 1 1 0.0000 3.6841 68.7730 0.0000
2635 1 1 0.0000 3.6841 70.1910 0.0000
2636 1 1 0.0000 4.9121 70.9000 0.0000
2637 1 1 0.0000 7.3681 68.0640 0.0000
2638 1 1 0.0000 6.1401 68.7730 0.0000
2639 1 1 0.0000 6.1401 70.1910 0.0000
2640 1 1 0.0000 7.3681 70.9000 0.0000
2641 1 1 0.0000 9.8242 68.0640 0.0000
2642 1 1 0.0000 8.5962 68.7730 0.0000
2643 1 1 0.0000 8.5962 70.1910 0.0000
2644 1 1 0.0000 9.8242 70.9000 0.0000
2645 1 1 0.0000 12.2802 68.0640 0.0000
2646 1 1 0.0000 11.0522 68.7730 0.0000
2647 1 1 0.0000 11.0522 70.1910 0.0000
2648 1 1 0.0000 12.2802 70.9000 0.0000
2649 1 1 0.0000 14.7363 68.0640 0.0000
2650 1 1 0.0000 13.5083 68.7730 0.0000
2651 1 1 0.0000 13.5083 70.1910 0.0000
2652 1 1 0.0000 14.7363 70.9000 0.0000
2653 1 1 0.0000 17.1923 68.0640 0.0000
2654 1 1 0.0000 15.9643 68.7730 0.0000
2655 1 1 0.0000 15.9643 70.1910 0.0000
2656 1 1 0.0000 17.1923 70.9000 0.0000
2657 1 1 0.0000 19.6484 68.0640 0.0000
2658 1 1 0.0000 18.4204 68.7730 0.0000
2659 1 1 0.0000 18.4204 70.1910 0.0000
2660 1 1 0.0000 19.6484 70.9000 0.0000
2661 1 1 0.0000 22.1044 68.0640 0.0000
2662 1 1 0.0000 20.8764 68.7730 0.0000
2663 1 1 0.0000 20.8764 70.1910 0.0000
2664 1 1 0.0000 22.1044 70.9000 0.0000
2665 1 1 0.0000 24.5605 68.0640 0.0000
2666 1 1 0.0000 23.3325 68.7730 0.0000
2667 1 1 0.0000 23.3325 70.1910 0.0000
2668 1 1 0.0000 24.5605 70.9000 0.0000
2669 1 1 0.0000 27.0165 68.0640 0.0000
2670 1 1 0.0000 25.7885 68.7730 0.0000
2671 1 1 0.0000 25.7885 70.1910 0.0000
2672 1 1 0.0000 27.0165 70.9000 0.0000
2673 1 1 0.0000 29.4726 68.0640 0.0000
2674 1 1 0.0000 28.2446 68.7730 0.0000
2675 1 1 0.0000 28.2446 70.1910 0.0000
2676 1 1 0.0000 29.4726 70.9000 0.0000
2677 1 1 0.0000 31.9286 68.0640 0.0000
2678 1 1 0.0000 30.7006 68.7730 0.0000
2679 1 1 0.0000 30.7006 70.1910 0.0000
2680 1 1 0.0000 31.9286 70.9000 0.0000
2681 1 1 0.0000 34.3847 68.0640 0.0000
2682 1 1 0.0000 33.1566 68.7730 0.0000
2683 1 1 0.0000 33.1566 70.1910 0.0000
2684 1 1 0.0000 34.3847 70.9000 0.0000
2685 1 1 0.0000 36.8407 68.0640 0.0000
2686 1 1 0.0000 35.6127 68.7730 0.0000
2687 1 1 0.0000 35.6127 70.1910 0.0000
2688 1 1 0.0000 36.8407 70.9000 0.0000
2689 1 1 0.0000 39.2968 68.0640 0.0000
2690 1 1 0.0000 38.0687 68.7730 0.0000
2691 1 1 0.0000 38.0687 70.1910 0.0000
2692 1 1 0.0000 39.2968 70.9000 0.0000
2693 1 1 0.0000 41.7528 68.0640 0.0000
2694 1 1 0.0000 40.5248 68.7730 0.0000
2695 1 1 0.0000 40.5248 70.1910 0.0000
2696 1 1 0.0000 41.7528 70.9000 0.0000
2697 1 1 0.0000 44.2089 68.0640 0.0000
2698 1 1 0.0000 42.9808 68.7730 0.0000
2699 1 1 0.0000 42.9808 70.1910 0.0000
2700 1 1 0.0000 44.2089 70.9000 0.0000
2701 1 1 0.0000 46.6649 68.0640 0.0000
2702 1 1 0.0000 45.4369 68.7730 0.0000
2703 1 1 0.0000 45.4369 70.1910 0.0000
2704 1 1 0.0000 46.6649 70.9000 0.0000
2705 1 1 0.0000 49.1210 68.0640 0.0000
2706 1 1 0.0000 47.8929 68.7730 0.0000
2707 1 1 0.0000 47.8929 70.1910 0.0000
2708 1 1 0.0000 49.1210 70.9000 0.0000
2709 1 1 0.0000 51.5770 68.0640 0.0000
2710 1 1 0.0000 50.3490 68.7730 0.0000
2711 1 1 0.0000 50.3490 70.1910 0.0000
2712 1 1 0.0000 51.5770 70.9000 0.0000
2713 1 1 0.0000 54.0331 68.0640 0.0000
2714 1 1 0.0000 52.8050 68.7730 0.0000
2715 1 1 0.0000 52.8050 70.1910 0.0000
2716 1 1 0.0000 54.0331 70.9000 0.0000
2717 1 1 0.0000 56.4891 68.0640 0.0000
2718 1 1 0.0000 55.2611 68.7730 0.0000
2719 1 1 0.0000 55.2611 70.1910 0.0000
2720 1 1 0.0000 56.4891 70.9000 0.0000
2721 1 1 0.0000 58.9452 68.0640 0.0000
2722 1 1 0.0000 57.7171 68.7730 0.0000
2723 1 1 0.0000 57.7171 70.1910 0.0000
2724 1 1 0.0000 58.9452 70.9000 0.0000
2725 1 1 0.0000 61.4012 68.0640 0.0000
2726 1 1 0.0000 60.1732 68.7730 0.0000
2727 1 1 0.0000 60.1732 70.1910 0.0000
2728 1 1 0.0000 61.4012 70.9000 0.0000
2729 1 1 0.0000 63.8573 68.0640 0.0000
2730 1 1 0.0000 62.6292 68.7730 0.0000
2731 1 1 0.0000 62.6292 70.1910 0.0000
2732 1 1 0.0000 63.8573 70.9000 0.0000
2733 1 1 0.0000 66.3133 68.0640 0.0000
2734 1 1 0.0000 65.0853 68.7730 0.0000
2735 1 1 0.0000 65.0853 70.1910 0.0000
2736 1 1 0.0000 66.3133 70.9000 0.0000
2737 1 1 0.0000 68.7693 68.0640 0.0000
2738 1 1 0.0000 67.5413 68.7730 0.0000
2739 1 1 0.0000 67.5413 70.1910 0.0000
2740 1 1 0.0000 68.7693 70.9000 0.0000
2741 1 1 0.0000 71.2254 68.0640 0.0000
2742 1 1 0.0000 69.9974 68.7730 0.0000
2743 1 1 0.0000 69.9974 70.1910 0.0000
2744 1 1 0.0000 71.2254 70.9000 0.0000
2745 1 1 0.0000 73.6814 68.0640 0.0000
2746 1 1 0.0000 72.4534 68.7730 0.0000
2747 1 1 0.0000 72.4534 70.1910 0.0000
2748 1 1 0.0000 73.6814 70.9000 0.0000
2749 1 1 0.0000 76.1375 68.0640 0.0000
2750 1 1 0.0000 74.9095 68.7730 0.0000
2751 1 1 0.0000 74.9095 70.1910 0.0000
2752 1 1 0.0000 76.1375 70.9000 0.0000
2753 1 1 0.0000 78.5935 68.0640 0.0000
2754 1 1 0.0000 77.3655 68.7730 0.0000
2755 1 1 0.0000 77.3655 70.1910 0.0000
2756 1 1 0.0000 78.5935 70.9000 0.0000
2757 1 1 0.0000 81.0496 68.0640 0.0000
2758 1 1 0.0000 79.8216 68.7730 0.0000
2759 1 1 0.0000 79.8216 70.1910 0.0000
2760 1 1 0.0000 81.0496 70.9000 0.0000
2761 1 1 0.0000 83.5056 68.0640 0.0000
2762 1 1 0.0000 82.2776 68.7730 0.0000
2763 1 1 0.0000 82.2776 70.1910 0.0000
2764 1 1 0.0000 83.5056 70.9000 0.0000
2765 1 1 0.0000 85.9617 68.0640 0.0000
2766 1 1 0.0000 84.7337 68.7730 0.0000
2767 1 1 0.0000 84.7337 70.1910 0.0000
2768 1 1 0.0000 85.9617 70.9000 0.0000
2769 1 1 0.0000 88.4177 68.0640 0.0000
2770 1 1 0.0000 87.1897 68.7730 0.0000
2771 1 1 0.0000 87.1897 70.1910 0.0000
2772 1 1 0.0000 88.4177 70.9000 0.0000
2773 1 1 0.0000 90.8738 68.0640 0.0000
2774 1 1 0.0000 89.6458 68.7730 0.0000
2775 1 1 0.0000 89.6458 70.1910 0.0000
2776 1 1 0.0000 90.8738 70.9000 0.0000
2777 1 1 0.0000 93.3298 68.0640 0.0000
2778 1 1 0.0000 92.1018 68.7730 0.0000
2779 1 1 0.0000 92.1018 70.1910 0.0000
2780 1 1 0.0000 93.3298 70.9000 0.0000
2781 1 1 0.0000 95.7859 68.0640 0.0000
2782 1 1 0.0000 94.5578 68.7730 0.0000
2783 1 1 0.0000 94.5578 70.1910 0.0000
2784 1 1 0.0000 95.7859 70.9000 0.0000
2785 1 1 0.0000 98.2419 68.0640 0.0000
2786 1 1 0.0000 97.0139 68.7730 0.0000
2787 1 1 0.0000 97.0139 70.1910 0.0000
2788 1 1 0.0000 98.2419 70.9000 0.0000
2789 1 1 0.0000 0.0000 72.3180 0.0000
2790 1 1 0.0000 -1.2280 73.0270 0.0000
2791 1 1 0.0000 -1.2280 74.4450 0.0000
2792 1 1 0.0000 0.0000 75.1540 0.0000
2793 1 1 0.0000 2.4560 72.3180 0.0000
2794 1 1 0.0000 1.2280 73.0270 0.0000
2795 1 1 0.0000 1.2280 74.4450 0.0000
2796 1 1 0.0000 2.4560 75.1540 0.0000
2797 1 1 0.0000 4.9121 72.3180 0.0000
2798 1 1 0.0000 3.6841 73.0270 0.0000
2799 1 1 0.0000 3.6841 74.4450 0.0000
2800 1 1 0.0000 4.9121 75.1540 0.0000
2801 1 1 0.0000 7.3681 72.3180 0.0000
2802 1 1 0.0000 6.1401 73.0270 0.0000
2803 1 1 0.0000 6.1401 74.4450 0.0000
2804 1 1 0.0000 7.3681 75.1540 0.0000
2805 1 1 0.0000 9.8242 72.3180 0.0000
2806 1 1 0.0000 8.5962 73.0270 0.0000
2807 1 1 0.0000 8.5962 74.4450 0.0000
2808 1 1 0.0000 9.8242 75.1540 0.0000
2809 1 1 0.0000 12.2802 72.3180 0.0000
2810 1 1 0.0000 11.0522 73.0270 0.0000
2811 1 1 0.0000 11.0522 74.4450 0.0000
2812 1 1 0.0000 12.2802 75.1540 0.0000
2813 1 1 0.0000 14.7363 72.3180 0.0000
2814 1 1 0.0000 13.5083 73.0270 0.0000
2815 1 1 0.0000 13.5083 74.4450 0.0000
2816 1 1 0.0000 14.7363 75.1540 0.0000
2817 1 1 0.0000 17.1923 72.3180 0.0000
2818 1 1 0.0000 15.9643 73.0270 0.0000
2819 1 1 0.0000 15.9643 74.4450 0.0000
2820 1 1 0.0000 17.1923 75.1540 0.0000
2821 1 1 0.0000 19.6484 72.3180 0.0000
2822 1 1 0.0000 18.4204 73.0270 0.0000
2823 1 1 0.0000 18.4204 74.4450 0.0000
2824 1 1 0.0000 19.6484 75.1540 0.0000
2825 1 1 0.0000 22.1044 72.3180 0.0000
2826 1 1 0.0000 20.8764 73.0270 0.0000
2827 1 1 0.0000 20.8764 74.4450 0.0000
2828 1 1 0.0000 22.1044 75.1540 0.0000
2829 1 1 0.0000 24.5605 72.3180 0.0000
2830 1 1 0.0000 23.3325 73.0270 0.0000
2831 1 1 0.0000 23.3325 74.4450 0.0000
2832 1 1 0.0000 24.5605 75.1540 0.0000
2833 1 1 0.0000 27.0165 72.3180 0.0000
2834 1 1 0.0000 25.7885 73.0270 0.0000
2835 1 1 0.0000 25.7885 74.4450 0.0000
2836 1 1 0.0000 27.0165 75.1540 0.0000
2837 1 1 0.0000 29.4726 72.3180 0.0000
2838 1 1 0.0000 28.2446 73.0270 0.0000
2839 1 1 0.0000 28.2446 74.4450 0.0000
2840 1 1 0.0000 29.4726 75.1540 0.0000
2841 1 1 0.0000 31.9286 72.3180 0.0000
2842 1 1 0.0000 30.7006 73.0270 0.0000
2843 1 1 0.0000 30.7006 74.4450 0.0000
2844 1 1 0.0000 31.9286 75.1540 0.0000
2845 1 1 0.0000 34.3847 72.3180 0.0000
2846 1 1 0.0000 33.1566 73.0270 0.0000
2847 1 1 0.0000 33.1566 74.4450 0.0000
2848 1 1 0.0000 34.3847 75.1540 0.0000
2849 1 1 0.0000 36.8407 72.3180 0.0000
2850 1 1 0.0000 35.6127 73.0270 0.0000
